directed_id,original_edge_id,nvdb_id,name,geometry,is_reverse
514,515,3715679,Rensgatan,"LINESTRING (17.969170673194647 59.36735434238944, 17.968514131474397 59.36738547880768, 17.968421956820972 59.367380092790626, 17.968346907566694 59.3673668044567, 17.968273624478748 59.36734693409953, 17.968221260190347 59.36731965916596, 17.968184852607383 59.36729105035488, 17.967962944513665 59.36711138880016)",false
515,516,3988163,Götgatan,"LINESTRING (17.97551943432138 59.363907136505986, 17.97496790256966 59.36409915883784, 17.974482072760747 59.36426398841373, 17.974314767527837 59.36432465180613, 17.97415747114008 59.36437397992818, 17.974074541758636 59.364398705665145, 17.973998009504022 59.36441406578024, 17.973908803865545 59.36442280482919, 17.97382386412675 59.36442276604465, 17.973644420362884 59.36440579636719)",false
516,517,3988164,Götgatan,"LINESTRING (17.973644420362884 59.36440579636719, 17.97362714217282 59.36440416245408)",false
517,518,3988165,Götgatan,"LINESTRING (17.97362714217282 59.36440416245408, 17.97356121208537 59.364397927981116)",false
518,519,3988169,Ursviksvägen,"LINESTRING (17.95981282654506 59.367601162705526, 17.959844657755518 59.36766936711414)",false
519,520,3988170,Ursviksvägen,"LINESTRING (17.959844657755518 59.36766936711414, 17.959848729786554 59.36767809250805)",false
520,521,3988171,Ursviksvägen,"LINESTRING (17.959848729786554 59.36767809250805, 17.959904549410062 59.367797695156156, 17.95992969924423 59.36788000997109, 17.960088088944882 59.36812939305405, 17.96022960108752 59.36836649814697)",false
521,522,3465198,Gjuteribacken,"LINESTRING (17.970828845374076 59.35978660327286, 17.970816950674436 59.35979318436265)",false
522,523,3465199,Gjuteribacken,"LINESTRING (17.970816950674436 59.35979318436265, 17.970430752961867 59.36000686459408, 17.97015634078322 59.36016132427181, 17.970095412167346 59.36019662584849, 17.97006044593928 59.36022851412059, 17.970041798613277 59.36026506260446, 17.97003743980527 59.360299757838824, 17.970046296562884 59.36034106208289, 17.970079349318443 59.36037626157864, 17.97014735885553 59.360415292140345, 17.970628878840028 59.36062039314356)",false
523,524,3661540,Ågatan,"LINESTRING (17.961787396096213 59.36072084746292, 17.961727734076135 59.360774275828874, 17.961638943650673 59.36085378996388, 17.961378489864988 59.36108702880395)",false
524,525,4104701,,"LINESTRING (17.97328106072583 59.36003172801809, 17.97327982980301 59.36003123851039, 17.973167495765072 59.359986453451405, 17.972922547725158 59.35988335814773)",false
525,526,4104702,,"LINESTRING (17.972922547725158 59.35988335814773, 17.97277944365652 59.359824082142815)",false
526,527,4150300,Ekensbergsvägen,"LINESTRING (17.97400634388669 59.360374759984154, 17.973996447396324 59.36037770318189, 17.973976901317613 59.360383514748726)",false
527,528,3465290,Fågelsången,"LINESTRING (17.97177794774439 59.36382708782891, 17.971792748696416 59.3638222429859)",false
528,529,3465289,Fågelsången,"LINESTRING (17.970768845285065 59.364152633971656, 17.971577023719586 59.36389286523128, 17.97177794774439 59.36382708782891)",false
529,530,3715682,Furuvägen,"LINESTRING (17.970596181292088 59.36631432843324, 17.970702534519585 59.36640374076327, 17.970935067616878 59.366577057762115)",false
530,531,3715683,Furuvägen,"LINESTRING (17.970935067616878 59.366577057762115, 17.971069639386027 59.366676976354775, 17.971168951308886 59.36675071291198)",false
531,532,3715681,Stenbrottsgatan,"LINESTRING (17.971168951308886 59.36675071291198, 17.971619327773688 59.36670965684137, 17.971985360952882 59.36666762716619)",false
532,533,3715680,Furuvägen,"LINESTRING (17.971168951308886 59.36675071291198, 17.971395172080527 59.36692414339411, 17.971541142483066 59.36704376125881, 17.971591628942168 59.36709340778144, 17.971619994594597 59.367139326244285, 17.971634464832874 59.36718518409844, 17.971648907204774 59.36725747924116)",false
533,534,1279708,Furuvägen,"LINESTRING (17.971621142883574 59.36804566750636, 17.972149148447976 59.36824547224463)",false
534,535,1266908,Grytbacken,"LINESTRING (17.97110059730656 59.36833990856938, 17.971275682931257 59.36838678685787, 17.971487851474546 59.36844257825677, 17.97162500436402 59.36849294475666, 17.971956011354802 59.36865031689556)",false
535,536,1225869,Ursviksvägen,"LINESTRING (17.971924628418453 59.375060064789494, 17.97192561695291 59.374990961044766, 17.97192550493952 59.374802420610585, 17.971943920610883 59.374530445656745, 17.972010401357164 59.37444545958042)",false
536,537,1226004,Ursviksvägen,"LINESTRING (17.972010401357164 59.37444545958042, 17.97205503125481 59.37453346577004, 17.972056810486265 59.37461674284601, 17.97204671138336 59.375055444750075)",false
537,538,1225868,Ursviksvägen,"LINESTRING (17.971923636732797 59.37512945435829, 17.971924628418453 59.375060064789494)",false
538,539,1226005,Ursviksvägen,"LINESTRING (17.97204671138336 59.375055444750075, 17.972043916730957 59.3751767656382)",false
539,540,1225867,Ursviksvägen,"LINESTRING (17.971923506909118 59.37513843067721, 17.971923636732797 59.37512945435829)",false
540,541,1225866,Ursviksvägen,"LINESTRING (17.971922915314103 59.37517984598194, 17.971923506909118 59.37513843067721)",false
541,542,1226006,Ursviksvägen,"LINESTRING (17.972043916730957 59.3751767656382, 17.97204362998222 59.37518925903789, 17.972034552548163 59.37549186083705, 17.972039735208437 59.37579603354619, 17.972055164521908 59.3759823197363, 17.97215762581942 59.376364563947746, 17.972213075112684 59.37651033665652)",false
542,543,1225865,Ursviksvägen,"LINESTRING (17.972067885388334 59.37652986646953, 17.972018828893553 59.376390327980246, 17.971996106534707 59.376283257364946, 17.971975072891325 59.37620251299115, 17.971959250202417 59.37607911038256, 17.97193947028897 59.37595576204429, 17.971930812665978 59.375820065066755, 17.971919721482863 59.375645909832976, 17.97191833671748 59.37549995583697, 17.971922915314103 59.37517984598194)",false
543,544,1225962,,"LINESTRING (17.97213880142963 59.37652124063668, 17.972213075112684 59.37651033665652)",false
544,545,3465292,Humblegatan,"LINESTRING (17.965331462364592 59.36132178835371, 17.965595632572413 59.361035964469295, 17.96568837363534 59.36093996817036)",false
545,546,3465293,Humblegatan,"LINESTRING (17.96568837363534 59.36093996817036, 17.965696139782423 59.36093192875277)",false
546,547,3465294,Humblegatan,"LINESTRING (17.965696139782423 59.36093192875277, 17.96571943027991 59.36090782056214, 17.96588511117999 59.36075641128909)",false
547,548,3464655,Landsvägen,"LINESTRING (17.969763496161523 59.36104806912218, 17.969921850892405 59.36099404035752, 17.96992210775733 59.36099393835424)",false
548,549,3464656,Landsvägen,"LINESTRING (17.96992210775733 59.36099393835424, 17.969935985095475 59.36098842553234)",false
549,550,3464657,Landsvägen,"LINESTRING (17.969935985095475 59.36098842553234, 17.97055864042678 59.36074104900661, 17.970685244334664 59.36066694950577)",false
550,551,3417444,Järnvägsgatan,"LINESTRING (17.97113281720014 59.361216413858926, 17.97063404517207 59.361364743269085, 17.970313601558562 59.361454475209456)",false
551,552,3417443,Järnvägsgatan,"LINESTRING (17.971147985056678 59.36121187162147, 17.9711436319604 59.36121319744629, 17.97113281720014 59.361216413858926)",false
552,553,3417442,Järnvägsgatan,"LINESTRING (17.97187330951899 59.36099088959934, 17.971147985056678 59.36121187162147)",false
553,555,3654786,Ågatan,"LINESTRING (17.961378489864988 59.36108702880395, 17.961165332072333 59.36127791206317, 17.96087629984243 59.36156569931311)",false
554,558,3661455,Löfströms Allé,"LINESTRING (17.95932472433023 59.36354724025886, 17.959916148989887 59.3631839346853, 17.960316547452233 59.3629370465874, 17.960514972808593 59.36281458136435, 17.96059979037933 59.36275874818199, 17.960696021279063 59.36268920645289)",false
555,559,3661454,Löfströms Allé,"LINESTRING (17.959666046393757 59.36341795980821, 17.959404819725467 59.36358141010522)",false
556,560,3661453,Löfströms Allé,"LINESTRING (17.959677156947773 59.36341100760902, 17.959666046393757 59.36341795980821)",false
557,561,3661452,Löfströms Allé,"LINESTRING (17.96082064983999 59.36273581115966, 17.960719375040227 59.36278454387888, 17.96059589799314 59.36284395920852, 17.960466972974857 59.362916909633334, 17.960349385749577 59.362986433061934, 17.960225512847256 59.36305949851431, 17.959945792390346 59.36324291887328, 17.959677156947773 59.36341100760902)",false
558,566,3661457,Max Sievertsgatan,"LINESTRING (17.960994018325497 59.3627004028839, 17.96116250829872 59.362773326124696)",false
559,567,3661458,Max Sievertsgatan,"LINESTRING (17.96116250829872 59.362773326124696, 17.961392437625957 59.36286890840138, 17.961510318580114 59.36291793024274, 17.961678061087643 59.36298768612353, 17.96177477375248 59.363008505744425)",false
560,568,3655059,Tråddragargränd,"LINESTRING (17.962999922857588 59.36260550768021, 17.96226610585019 59.362300340384245)",false
561,569,3655058,Vasagatan,"LINESTRING (17.963696264720888 59.36234192731744, 17.96362542700114 59.36240475385778, 17.962999922857588 59.36260550768021)",false
562,572,3661473,Max Sievertsgatan,"LINESTRING (17.960724119686827 59.36258878501163, 17.95988438510342 59.36223184371363)",false
563,573,3661474,Ågatan,"LINESTRING (17.95988438510342 59.36223184371363, 17.95963567109642 59.36238505049258, 17.95919890275753 59.36265953943556, 17.95893485049989 59.36282625828472, 17.958620623003384 59.363025629150854)",false
564,574,3661475,Ågatan,"LINESTRING (17.95988438510342 59.36223184371363, 17.9602964897295 59.361977252889325, 17.96056133637239 59.36180345998263, 17.96087629984243 59.36156569931311)",false
565,577,3805340,Vasagatan,"LINESTRING (17.96616426791488 59.361473739933984, 17.96613871319192 59.36157757888033, 17.966105313737625 59.361616178784566, 17.966058129822496 59.36164568412927, 17.96599406916105 59.361670190971566, 17.964783444553845 59.3620484928582)",false
566,578,3805341,Vasagatan,"LINESTRING (17.964783444553845 59.3620484928582, 17.964699297594095 59.362074786792355)",false
567,579,1226007,Ursviksvägen,"LINESTRING (17.972213075112684 59.37651033665652, 17.97224924964399 59.37657675366901, 17.972326624411842 59.37667688107786, 17.97238717410059 59.37679179653521, 17.972600972652142 59.37725005692781, 17.972635370741465 59.37733498046417)",false
568,580,1226012,Ursviksvägen,"LINESTRING (17.97249801472148 59.37735532053089, 17.972473645776184 59.37730629176258, 17.972420770638877 59.377230164380364, 17.972361827552728 59.37716638722333, 17.972225594571846 59.376858858415105, 17.972067885388334 59.37652986646953)",false
569,581,1226008,Ursviksvägen,"LINESTRING (17.972635370741465 59.37733498046417, 17.97267164931815 59.37743172255382)",false
570,582,1225963,Örsvängen,"LINESTRING (17.97257876438045 59.37734354084559, 17.97249801472148 59.37735532053089)",false
571,583,1226011,Ursviksvägen,"LINESTRING (17.972543486395658 59.37745549233999, 17.97249801472148 59.37735532053089)",false
572,584,1226009,Ursviksvägen,"LINESTRING (17.97267164931815 59.37743172255382, 17.972682755229954 59.37747508706116, 17.9728452752241 59.37784420771637)",false
573,585,1226010,Ursviksvägen,"LINESTRING (17.972713720391788 59.37786063261006, 17.97267818823203 59.37777020859548, 17.972604514229026 59.377583282652644, 17.972543486395658 59.37745549233999)",false
574,586,1225960,Ursviksvägen,"LINESTRING (17.9728452752241 59.37784420771637, 17.97287869166951 59.37797320266584, 17.972909283681187 59.37809306940091, 17.972944975771686 59.37819154111874)",false
575,587,1225961,Ursviksvägen,"LINESTRING (17.97280703942448 59.37819926046328, 17.972805156183323 59.37809692659445, 17.972776452359597 59.37800685908999, 17.972713720391788 59.37786063261006)",false
576,588,1225870,Ursviksvägen,"LINESTRING (17.972944975771686 59.37819154111874, 17.97296051296092 59.37826799861814, 17.972963159695716 59.37838849363583, 17.972946564621807 59.37852213357087, 17.972920519641942 59.37858668942892, 17.97292362013695 59.378635358462624, 17.97296384457743 59.37871419138849)",false
577,589,1225877,Ursviksvägen,"LINESTRING (17.9725137840493 59.3787093755883, 17.97260230998591 59.37862568388305, 17.972654250536703 59.37857407943633, 17.972692334011764 59.37852129927639, 17.972722469636977 59.37847428959016, 17.97274959812276 59.37842310710371, 17.972776620004595 59.378370507262574, 17.972789943718045 59.37831954969735, 17.972805940147886 59.37826713836212, 17.97280703942448 59.37819926046328)",false
578,590,1225876,Ursviksvägen,"LINESTRING (17.9725137840493 59.3787093755883, 17.97260388794437 59.37868090243929, 17.972699716494972 59.37866993808776, 17.972796288006105 59.37867067438787, 17.972900802309237 59.37868770071693, 17.97296384457743 59.37871419138849)",false
579,591,1225875,Ursviksvägen,"LINESTRING (17.972439323155655 59.37875077322293, 17.9725137840493 59.3787093755883)",false
580,592,1225871,Ursviksvägen,"LINESTRING (17.97296384457743 59.37871419138849, 17.973024080436534 59.37874664080761, 17.973073057485596 59.37879390418434, 17.97309129590768 59.37882760786666, 17.97309339450963 59.37886041260503, 17.97308172342558 59.378893441506165, 17.973051810905666 59.378929123902694, 17.9730031666196 59.37895924882795, 17.972946816971774 59.378976600709535)",false
581,593,1225859,Gesällvägen,"LINESTRING (17.972120467085603 59.378780015291284, 17.97227539493653 59.37877744286094, 17.972360419374677 59.37876898954496, 17.972439323155655 59.37875077322293)",false
582,594,1225874,Ursviksvägen,"LINESTRING (17.97243282470013 59.37890863358351, 17.972416828201464 59.37884703128133, 17.972422438926177 59.378790642399615, 17.972439323155655 59.37875077322293)",false
583,595,1225858,Gesällvägen,"LINESTRING (17.97210288352591 59.37878030653062, 17.972120467085603 59.378780015291284)",false
584,596,1225857,Gesällvägen,"LINESTRING (17.972079618261 59.37878069315055, 17.97210288352591 59.37878030653062)",false
585,597,1225861,Gesällvägen,"LINESTRING (17.972115841866636 59.37886727353763, 17.97208746442457 59.37886627605336)",false
586,598,1225860,Gesällvägen,"LINESTRING (17.97243282470013 59.37890863358351, 17.97228781525404 59.378885691837056, 17.972145936314384 59.37886833071662, 17.972115841866636 59.37886727353763)",false
587,599,1225873,Ursviksvägen,"LINESTRING (17.972551988225284 59.378984336848234, 17.972506583059914 59.37895694062362, 17.97243282470013 59.37890863358351)",false
588,600,1226013,Ursviksvägen,"LINESTRING (17.972946816971774 59.378976600709535, 17.972834074199966 59.37906168056293, 17.972684421687692 59.37920129291674, 17.97257398681873 59.37932380024382, 17.972492968118775 59.379401938149975, 17.97233895962805 59.37951557218871, 17.972186147779663 59.37960587821557, 17.97201116681497 59.379685573832965, 17.97179589663399 59.37976594498176, 17.97142698925343 59.379880575520076)",false
589,601,1225872,Ursviksvägen,"LINESTRING (17.972946816971774 59.378976600709535, 17.9728652995502 59.37899554189454, 17.972799076026867 59.3790025064754, 17.972714273851512 59.379006264342244, 17.972631183380877 59.379000610790044, 17.972551988225284 59.378984336848234)",false
590,602,1225959,Ursviksvägen,"LINESTRING (17.972524257213294 59.379134018896124, 17.972551988225284 59.378984336848234)",false
591,603,3926718,,"LINESTRING (17.976057726064834 59.376528864030995, 17.976412923410592 59.37668803722901, 17.976451740785546 59.376698140774714)",false
592,604,3926719,,"LINESTRING (17.976451740785546 59.376698140774714, 17.976490954260882 59.37670834309667, 17.976574489574414 59.376713301025546, 17.976643835954306 59.376704052594995, 17.97671778965202 59.37667728054414)",false
593,605,3926720,,"LINESTRING (17.97671778965202 59.37667728054414, 17.976788075365285 59.376645189849675)",false
594,606,3926721,,"LINESTRING (17.974221000522242 59.37711249980338, 17.97465122344471 59.37705354846978, 17.974814721230963 59.37702188033518, 17.974953709768652 59.376990861165865, 17.975093644973423 59.376957385047525, 17.975236306039818 59.37691623546293, 17.975388448115485 59.37686431981678, 17.975529991889257 59.376804405774585, 17.975614492980778 59.37676628159296)",false
595,607,3926722,,"LINESTRING (17.975614492980778 59.37676628159296, 17.975659344556576 59.37674604585121, 17.975756834200656 59.37669906148157, 17.976057726064834 59.376528864030995)",false
596,608,1225852,Gesällvägen,"LINESTRING (17.970896158739567 59.37817131108045, 17.970914709534288 59.378254888825, 17.970926839628916 59.37828100407632)",false
597,609,1225853,Gesällvägen,"LINESTRING (17.970926839628916 59.37828100407632, 17.970967746060918 59.37836909548705, 17.971061692789647 59.37846982543483, 17.97118204914234 59.37858596636035, 17.97130888375695 59.37873103801534)",false
598,610,1095072,Gesällvägen,"LINESTRING (17.96415065950054 59.37865547628861, 17.963966677854778 59.378593532030365)",false
599,611,1095071,Gesällvägen,"LINESTRING (17.971497778802647 59.37890908419429, 17.97134803637225 59.37922193679944, 17.971188931539483 59.37941197615638, 17.97097049392447 59.37954831062091, 17.97074879280075 59.37964295245279, 17.970452336248933 59.379725989028884, 17.970160495629294 59.379789339409385, 17.96982873621639 59.379859816731454, 17.969512280297707 59.37989789181994, 17.96918339349902 59.3799150694188, 17.96894484733006 59.379917285098394, 17.968706779745983 59.37990262286721, 17.968379035946924 59.37983158457513, 17.965486536541658 59.37938393807352, 17.964571457212028 59.37928525530295, 17.96449940728501 59.379249125913674, 17.96438142544099 59.37875624493839, 17.964367377274883 59.378724646432666, 17.964325137121108 59.37871223587055, 17.964275095194186 59.37869619266559, 17.96415065950054 59.37865547628861)",false
600,612,1225854,Gesällvägen,"LINESTRING (17.97130888375695 59.37873103801534, 17.97134344590262 59.37877057914956, 17.971462042453517 59.378823948273826)",false
601,613,1225856,Gesällvägen,"LINESTRING (17.971462042453517 59.378823948273826, 17.971514234036615 59.37878866603356, 17.971646405121366 59.378783658476436, 17.972079618261 59.37878069315055)",false
602,614,1225862,Gesällvägen,"LINESTRING (17.97208746442457 59.37886627605336, 17.971982709202255 59.378862589691316, 17.971797870169297 59.378864251301344, 17.971560890550926 59.37887100102668, 17.971462042453517 59.378823948273826)",false
603,615,1225855,Gesällvägen,"LINESTRING (17.971462042453517 59.378823948273826, 17.971497778802647 59.37890908419429)",false
604,616,3699098,Enköpingsvägen,"LINESTRING (17.956033391522087 59.37963700080436, 17.95616028682357 59.37962414021953, 17.956573216240457 59.379587558202786, 17.95700115419157 59.37955183855763, 17.957453584818936 59.3795154720229, 17.95785538327188 59.37948941825406, 17.958261590106698 59.37946545576105, 17.958670630961073 59.379443907780974, 17.95906296293695 59.37942887511634, 17.95947448862943 59.37941381891078, 17.959893204946876 59.379402462078296, 17.96031264004859 59.37939490657797, 17.960739655957934 59.37938885792484, 17.96116108388664 59.379387796160785, 17.961574130903713 59.379388774514, 17.96199645652153 59.37939396181095, 17.962428459954562 59.37940934248625, 17.96285039890167 59.37942542671792, 17.963259245164263 59.37944605751209, 17.963671195459323 59.37947399389386, 17.964089918960088 59.379508092079156, 17.96453081443095 59.379547013400604, 17.96493564238187 59.379589754804336, 17.96535424441105 59.37963936140809, 17.9657703064418 59.37969172922582, 17.966189964981535 59.379750573622246, 17.966542249185547 59.37980665451672, 17.966941545432302 59.379872879021704, 17.967373080283696 59.37995168567692, 17.967738535169353 59.380022793594456, 17.968138171699525 59.38010372569333, 17.968536621911074 59.38019120738499, 17.96909388723893 59.38032087237519, 17.969698559611437 59.38047298932449)",false
605,617,3699083,Enköpingsvägen,"LINESTRING (17.969487991626593 59.38056092336848, 17.968785767422588 59.38038826554232, 17.968338047933678 59.3802797650459, 17.967971313342858 59.38019588295093, 17.96763215777072 59.38012707945924, 17.96724585274884 59.3800551967377, 17.966840104505515 59.37997926240492, 17.96643327797629 59.37991232829717, 17.96602724901262 59.379849463387146, 17.965631230256324 59.379793513324124, 17.9652355242368 59.379742739832686, 17.96482400528881 59.3796952002573, 17.964412336267255 59.37965419556479, 17.963988583385614 59.37961637574729, 17.963570913998073 59.37958226224246, 17.963113573922946 59.37955366782105, 17.96268870846696 59.37953272664915, 17.962263741339235 59.379519693999384, 17.96182404993583 59.37950986996936, 17.961406885625536 59.37950188705591, 17.960997169161413 59.379502764475156, 17.960577981190127 59.37950569780152, 17.960155099822934 59.379509495411774, 17.959744371664385 59.3795201774926, 17.959307581081863 59.37953209685635, 17.958928123427796 59.3795485633331, 17.958488505047903 59.3795670409149, 17.958062119554775 59.37959267503974, 17.957648618880487 59.37961945319134, 17.957246405926007 59.3796482474062, 17.956848075499654 59.379679162838485, 17.956550395352824 59.37970687798595, 17.956237804366715 59.37973608074919)",false
606,618,3699097,Enköpingsvägen,"LINESTRING (17.95534748524146 59.379710968340035, 17.955729622084146 59.37966779950649, 17.956033391522087 59.37963700080436)",false
607,619,3699096,Enköpingsvägen,"LINESTRING (17.95448632532147 59.37981546615749, 17.95475408121912 59.37978162268504, 17.95534748524146 59.379710968340035)",false
608,620,3699084,Enköpingsvägen,"LINESTRING (17.956237804366715 59.37973608074919, 17.956096724450273 59.37974926303182, 17.95576628148286 59.37978238290932, 17.955561306476003 59.37980473297088)",false
609,621,1151555,,"LINESTRING (17.956237804366715 59.37973608074919, 17.955994505768945 59.379811911885305, 17.955815054188054 59.379831607001115, 17.95564048985943 59.379850598001184, 17.955474699181593 59.37986861708516, 17.955349628283646 59.37988221739871, 17.95527758439319 59.3798909583349, 17.955153282592867 59.37990975282769, 17.95497534781958 59.379938182598, 17.954878535547795 59.3799638389799, 17.954866410986966 59.379967691954256)",false
610,622,3699095,Enköpingsvägen,"LINESTRING (17.954187753019855 59.37985319734731, 17.95448632532147 59.37981546615749)",false
611,623,3699085,Enköpingsvägen,"LINESTRING (17.955561306476003 59.37980473297088, 17.955544101590952 59.37980660837322)",false
612,624,3699086,Enköpingsvägen,"LINESTRING (17.955544101590952 59.37980660837322, 17.955382461177063 59.379824233127295)",false
613,625,3699087,Enköpingsvägen,"LINESTRING (17.955382461177063 59.379824233127295, 17.954543596603184 59.379927947308374)",false
614,626,3699088,Enköpingsvägen,"LINESTRING (17.954543596603184 59.379927947308374, 17.95428340086168 59.379960648538514, 17.95423629476916 59.37996676602742)",false
615,627,1151558,Milstensvägen,"LINESTRING (17.95423629476916 59.37996676602742, 17.95437841203524 59.38037357062794)",false
616,628,1151556,,"LINESTRING (17.954866410986966 59.379967691954256, 17.95480643950154 59.379986751546504, 17.954737580780147 59.380013472596254, 17.954679621001926 59.38004077330139, 17.954651900903514 59.380051294968844)",false
617,629,1151557,,"LINESTRING (17.954651900903514 59.380051294968844, 17.954614477186645 59.38007840879154, 17.95457712568 59.3801053412487, 17.954532892620865 59.3801396093528, 17.95449503567 59.38017813602034, 17.9544665297551 59.38021827489659, 17.954439622869906 59.38028487684773, 17.95437841203524 59.38037357062794)",false
618,630,1226014,Ursviksvägen,"LINESTRING (17.97142698925343 59.379880575520076, 17.971411961650947 59.37988524475682)",false
619,631,1151559,Milstensvägen,"LINESTRING (17.95437841203524 59.38037357062794, 17.95443306358443 59.380529998162025)",false
620,632,1151560,Milstensvägen,"LINESTRING (17.95443306358443 59.380529998162025, 17.95444746797904 59.3805712493398)",false
621,633,3699099,Enköpingsvägen,"LINESTRING (17.969698559611437 59.38047298932449, 17.969821594494668 59.38050559125306)",false
622,634,3699100,Enköpingsvägen,"LINESTRING (17.969821594494668 59.38050559125306, 17.969887985774935 59.38052063095049)",false
623,635,4025558,,"LINESTRING (17.96390863321747 59.39920017449336, 17.963880792539186 59.39906128068481)",false
624,636,3657959,Tritonvägen,"LINESTRING (17.971354624912635 59.35637106383083, 17.971045178666074 59.356398818568)",false
625,637,3715672,Trädgårdsgatan,"LINESTRING (17.97086500282734 59.35713351497698, 17.970741644953385 59.357120909106555, 17.97058495394943 59.35710279257746, 17.97033490473193 59.357065012945256, 17.970062823310514 59.35701920193491, 17.969898837388037 59.357003089381045, 17.969776043028425 59.35699325540988, 17.969628257629804 59.356983745514434, 17.969487709949068 59.35697796862931, 17.96877876175835 59.356953738847494, 17.96815282057451 59.356930069555034, 17.9680586065279 59.35692470408707, 17.967879924387987 59.356911748917)",false
626,638,3715684,,"LINESTRING (17.967879924387987 59.356911748917, 17.96788542589365 59.35686364138457, 17.96790474455336 59.35682026656796, 17.967937246701638 59.35678295353581, 17.967984874635466 59.356739688764804, 17.968044901830712 59.356707409938316, 17.968125241750062 59.35667536932608, 17.96821969282118 59.356646916129115, 17.96832337626066 59.35662160431953, 17.968434168549795 59.35659889816133, 17.96856533989034 59.35657779443364, 17.9687050512338 59.35655654094788, 17.96884653704218 59.35653827514674, 17.96901281011482 59.35652372175428, 17.969166958278343 59.3565117987324, 17.96946743126915 59.356500333328185, 17.969647259131143 59.356498104485944, 17.969772272026933 59.35649917341802, 17.96989790263382 59.35650187258116, 17.97005508178515 59.356504894948294, 17.970213322340268 59.356508180483964, 17.970450787433297 59.356514602212386)",false
627,639,3657964,Stamgårdsparken,"LINESTRING (17.972219106871737 59.35721878984832, 17.972386343648107 59.356527346362896)",false
628,640,3657965,Tritonvägen,"LINESTRING (17.972386343648107 59.356527346362896, 17.973302160548393 59.356577167724666)",false
629,641,3657966,Stamgårdsparken,"LINESTRING (17.973302160548393 59.356577167724666, 17.9732802155363 59.35669859883983)",false
630,642,3657967,Stamgårdsparken,"LINESTRING (17.9732802155363 59.35669859883983, 17.973278600798263 59.35670753717807)",false
631,643,3657968,Stamgårdsparken,"LINESTRING (17.973278600798263 59.35670753717807, 17.97323916494552 59.356925748106015, 17.97315585283304 59.35726843618233)",false
632,644,3657970,Trädgårdsgatan,"LINESTRING (17.97086500282734 59.35713351497698, 17.971378375368673 59.357165845880054)",false
633,645,3657971,Trädgårdsgatan,"LINESTRING (17.971378375368673 59.357165845880054, 17.971395824722798 59.357166945063796)",false
634,646,3657972,Trädgårdsgatan,"LINESTRING (17.971395824722798 59.357166945063796, 17.972219106871737 59.35721878984832)",false
635,647,3657973,Trädgårdsgatan,"LINESTRING (17.972219106871737 59.35721878984832, 17.97315585283304 59.35726843618233)",false
636,648,3715685,Albygatan,"LINESTRING (17.971045178666074 59.356398818568, 17.970976880361224 59.3566880520709, 17.97086500282734 59.35713351497698)",false
637,649,3657963,Tritonvägen,"LINESTRING (17.972386343648107 59.356527346362896, 17.971639431708386 59.356488190101324)",false
638,650,3657969,Tritonvägen,"LINESTRING (17.97539689033658 59.356711742348445, 17.973302160548393 59.356577167724666)",false
639,652,3713346,Landsvägen,"LINESTRING (17.97503841124976 59.357391586869106, 17.975054413001498 59.35735135439817, 17.97511044885134 59.35725776761373, 17.975150568007873 59.35720620943919, 17.97521694302895 59.357137338792064, 17.975249978858425 59.35711052702054)",false
640,653,3713347,Landsvägen,"LINESTRING (17.975249978858425 59.35711052702054, 17.975259341632512 59.35710292858305)",false
641,654,3713348,Landsvägen,"LINESTRING (17.975259341632512 59.35710292858305, 17.975265097589862 59.357098256554174, 17.975308346754478 59.35705979400406, 17.97538878578896 59.35700427520309, 17.975487497945362 59.356945318028096, 17.975593190491434 59.356888700380004, 17.97574944032798 59.35680531633027)",false
642,655,3465265,Tritonvägen,"LINESTRING (17.97543771634518 59.356717697916984, 17.97539689033658 59.356711742348445)",false
643,656,3465264,Tritonvägen,"LINESTRING (17.975454600389412 59.356720160054955, 17.97543771634518 59.356717697916984)",false
644,657,3465263,Tritonvägen,"LINESTRING (17.975700450035365 59.35677830714538, 17.975615570496874 59.35675181373434, 17.975507365244827 59.35672785675513, 17.975454600389412 59.356720160054955)",false
645,658,3715676,Tritonvägen,"LINESTRING (17.97574944032798 59.35680531633027, 17.975700450035365 59.35677830714538)",false
646,659,3715675,Röntgenvägen,"LINESTRING (17.975793643982996 59.356828652608485, 17.97574944032798 59.35680531633027)",false
647,660,3713349,Landsvägen,"LINESTRING (17.97574944032798 59.35680531633027, 17.97584887938495 59.35670050481168)",false
648,661,3713351,Landsvägen,"LINESTRING (17.97592515335556 59.35675352349963, 17.97574944032798 59.35680531633027)",false
649,662,3715669,Röntgenvägen,"LINESTRING (17.975793643982996 59.356828652608485, 17.97591409210038 59.35688662473969)",false
650,663,3647530,Hamngatan,"LINESTRING (17.96404247830311 59.35850906962199, 17.96412815541121 59.35843059674488)",false
651,664,3647531,Hamngatan,"LINESTRING (17.96412815541121 59.35843059674488, 17.964141159945864 59.35841867316216, 17.96422788516106 59.35834999798975, 17.964313254418638 59.35829442812134, 17.96440486470747 59.35824503333077, 17.96451934020449 59.35819446235074, 17.964668896065564 59.358140909620644, 17.965092999393026 59.357971068521884, 17.965251085826658 59.35789850176191)",false
